query,resp,rank,IAS,positive,negative,neutral,joy,anger,surprise,disgust,fear,sadness,trust,anticipation
trova tre animali a rischio di estinzione,"10 animali a rischio estinzione che forse non conosci - Fanpage.it. Secondo l’ IUCN, l'Unione Internazionale per la Conservazione della Natura, a oggi oltre 45.300 specie animali e vegetali che rischiano di estinguersi. La maggior parte (il 41%) sono anfibi, il...",4,Bing,29.41,25.49,45.11,12.15,12.2,11.42,12.93,13.4,11.53,14.77,11.59
trova tre animali a rischio di estinzione,"Specie in pericolo: elenco e descrizioni | Studenti.it. La deforestazione, i cambiamenti climatici, la perdita degli habitat, l’ inquinamento ambientale e la caccia negli ultimi anni hanno portato ben 42mila specie animali a rischio estinzione. Un...",5,Bing,28.67,24.9,46.43,10.91,12.07,11.61,11.32,15.23,11.45,14.49,12.92
velociraptor dove e quando e vissuto,"Velociraptor - Wikipedia. Velociraptor (il cui nome significa ""ladro veloce"" o ""rapace veloce"" [1]) è un genere estinto di dinosauro dromaeosauride carnivoro vissuto nel Cretaceo superiore, circa 75-71 milioni di anni fa (Campaniano-Maastrichtiano) [2], in quello che oggi è il deserto del Gobi, in Mongolia.",1,Bing,33.52,27.26,39.22,11.33,12.22,11.87,12.17,14.26,12.07,14.47,11.6
velociraptor dove e quando e vissuto,"Velociraptor: ricerca per bambini - Ricerche per la scuola. Il Velociraptor è un dinosauro dalla famiglia dei dromaeosauridi, vissuto durante il Cretaceo inferiore, circa 75-71 milioni di anni fa. Era un predatore bipede che misurava circa 1,6 metri di lunghezza e pesava circa 15 kg.",2,Bing,28.46,29.63,41.91,11.85,12.32,12.44,10.84,13.13,12.05,14.74,12.63
velociraptor dove e quando e vissuto,Il Velociraptor è il più famoso e terribile dinosauro carnivoro del .... Il Velociraptor il cui nome significa “ladro veloce” è un dinosauro vissuto nel periodo Cretaceo circa 70 milioni di anni fa. Il suo habitat originario corrisponde al deserto del Gobi nell’odierna Mongolia.,3,Bing,30.55,29.52,39.94,11.08,11.78,11.71,11.81,14.38,12.89,14.2,12.16
velociraptor dove e quando e vissuto,"Velociraptor: la verità sul dinosauro più temuto. Dal nome evocativo che significa letteralmente “rapace veloce”, il Velociraptor era un piccolo, scattante dinosauro carnivoro vissuto tra i 75 ed i 71 milioni di anni fa, nel periodo Cretaceo.",4,Bing,31.46,32.1,36.43,11.88,10.99,12.43,11.38,13.06,12.92,14.43,12.9
velociraptor dove e quando e vissuto,"Quando si è estinto il Velociraptor? - tellaroitaly.com. Velociraptor (il cui nome significa ""ladro veloce"" o ""rapace veloce"") è un genere estinto di dinosauro dromaeosauride vissuto nel periodo Cretaceo superiore, circa 75-71 milioni di anni fa (Campaniano-Maastrichtiano), in quello che oggi è il deserto del Gobi, in Mongolia.",5,Bing,33.4,29.18,37.42,11.48,12.08,11.78,11.98,14.19,12.29,14.36,11.84
esemplari fantasma delle montagne,"Chi è il leopardo delle nevi e perché è detto “fantasma delle montagne”. Il leopardo delle nevi è soprannominato anche ""fantasma delle montagne"" per via della sua abilità di mimetizzarsi perfettamente con l'ambiente circostante e della sua natura elusiva, che lo rende estremamente difficile da avvistare.",1,Bing,25.24,27.7,47.06,11.71,12.04,12.19,11.01,13.8,12.6,13.81,12.83
esemplari fantasma delle montagne,"Il ""fantasma delle montagne"": trovato dopo 3 anni di lunga attesa. La fotografia è stata scattata a 5mila metri di altitudine, a una temperatura di circa -30° C. Purtroppo, la popolazione di questo animale è sempre più in calo: nel 2020 il WWF ha stimato che ne restano solo 4.000 esemplari, inoltre entro il 2070 il numero potrebbe ridursi dell’82% in Nepal e dell’85% in Bhutan.",2,Bing,27.74,31.55,40.7,11.31,12.11,12.19,10.15,14.1,11.9,13.63,14.61
esemplari fantasma delle montagne,"Il leopardo delle nevi è un cacciatore formidabile e un maestro del .... Il leopardo delle nevi è soprannominato ""il fantasma della montagna"" per via della sua ... si fonde con i colori e le texture delle montagne, ... stimata attorno ai 4.000-6.000 esemplari in ...",3,Bing,27.91,26.5,45.59,13.35,12.86,13.82,10.18,13.59,11.78,12.14,12.28
esemplari fantasma delle montagne,"Mongolia, il Fantasma delle Montagne esiste: è il leopardo delle nevi. Una gigantesca indagine durata 4 anni, finalmente regala informazioni in merito al leopardo delle nevi in Mongolia. Lo chiamano Fantasma delle Montagne perché riuscire a immortalarlo e...",4,Bing,27.04,29.12,43.84,11.23,11.61,13.1,10.1,13.96,11.64,13.72,14.63
esemplari fantasma delle montagne,"Leopardo delle nevi, Wwf: in Mongolia si contano circa 953 esemplari. Conosciuto anche come il “fantasma delle montagne” per la sua incredibile capacità di sfuggire e mimetizzarsi, il leopardo delle nevi è un indicatore importantissimo della salute dell’ecosistema.",5,Bing,29.98,23.76,46.27,11.95,11.06,11.49,10.95,14.59,11.76,14.52,13.69
leopardo delle nevi,"Panthera uncia - Wikipedia. Panthera uncia, noto anche come leopardo delle nevi o onza, è un felino di grossa taglia originario delle catene montuose dell'Asia centrale. Scopri la sua etimologia, tassonomia, descrizione, distribuzione, biologia, conservazione e rapporti con l'uomo.",1,Bing,26.93,26.96,46.12,12.24,11.75,10.98,12.07,13.74,11.5,14.5,13.23
leopardo delle nevi,"Leopardo delle nevi: caratteristiche, comportamento e habitat. Scopri il leopardo delle nevi, uno dei più importanti predatori delle catene montuose dell’Asia centrale. Leggi le sue peculiarità morfologiche, il suo stile di vita solitario e la sua dieta variata, e dove vive questo emblematico felino.",2,Bing,26.32,29.13,44.55,13.54,12.42,11.09,11.51,13.65,12.66,12.61,12.54
leopardo delle nevi,"Il leopardo delle nevi è un cacciatore formidabile e un maestro del .... Il leopardo delle nevi è uno degli animali più incredibili al mondo, capace di sopravvivere al freddo estremo a oltre 5.000 metri di altezza, ma rischia l'estinzione a causa della...",3,Bing,26.41,32.65,40.94,12.57,12.7,12.11,11.08,13.81,12.94,12.7,12.09
leopardo delle nevi,"Leopardo delle nevi: dove vive e la minaccia dell'estinzione - Ohga. Scopri il leopardo delle nevi, il felino più difficile da avvistare, che vive ad alte quote nelle montagne dell'Asia Centrale. Leggi le sue abilità, il suo ruolo ecologico e le misure per proteggerlo dall'estinzione.",4,Bing,24.64,27.41,47.95,12.27,11.97,11.39,11.93,14.04,12.21,13.42,12.77
leopardo delle nevi,Il leopardo delle nevi: specie tra le più minacciate. il leopardo delle nevi È una delle specie animali piÙ minacciate di estinzione al mondo per gli effetti della crisi climatica e del branconaggio. IN TIBET È SOTTO LA PROTEZIONE DEI MONACI BUDDISTI.,5,Bing,26.33,28.08,45.6,12.44,12.02,11.62,11.27,14.71,11.63,13.51,12.79
leopardo delle nevi classificazione,"Panthera uncia - Wikipedia. Il leopardo delle nevi [2] (Panthera uncia Schreber, 1775) è un felide di grossa taglia originario delle catene montuose dell'Asia centrale. La sua classificazione è stata soggetta a cambiamenti negli ultimi anni e alcune autorità, come Mammal Species of the World [2] e la CITES [3], continuano a chiamarlo con il vecchio nome ...",1,Bing,26.47,30.52,43.0,11.39,12.68,11.03,11.96,13.53,12.11,14.58,12.72
leopardo delle nevi classificazione,"Leopardo delle nevi. Classificazione, denominazione, aspetto, habitat. Il leopardo delle nevi si verifica in Cina (Tibet), Asia centrale (Kyrgyzstan, Tajikistan, del sud-estKazakistan e Surxondaryo, Uzbekistan), Russia (Altai e Tuva), Mongolia, Nepal, Bhutan, afghanistan e nell'estremo nord di Pakistan e India.",2,Bing,23.26,27.07,49.66,11.99,11.78,11.32,11.32,13.65,11.96,13.65,14.32
leopardo delle nevi classificazione,"Leopardo delle nevi: caratteristiche, comportamento e habitat. Il leopardo delle nevi (Panthera uncia), noto anche come irbis o bars, è uno dei più importanti predatori delle catene montuose dell’Asia centrale. Temuto e ammirato dalla culture tibetana e dai pastori di montagna, questo emblematico carnivoro può vivere fino a 6.000 metri di altitudine.",3,Bing,26.22,28.56,45.22,11.83,11.56,11.36,11.67,14.8,12.53,13.02,13.23
leopardo delle nevi classificazione,"Panthera - Wikipedia. Il leopardo nebuloso (Neofelis nebulosa) è generalmente classificato alla base del gruppo dei panterini, ma non è incluso nel genere Panthera. L' albero filogenetico del genere Panthera, appartenente alla famiglia dei Felidi (Felidae) e alla sottofamiglia dei Panterini (Pantherinae)[9][10]",4,Bing,33.95,24.15,41.9,12.22,12.38,12.19,10.88,12.8,11.81,14.93,12.8
leopardo delle nevi classificazione,"Fatti sul leopardo delle nevi: classificazione, habitat e conservazione .... Scopri fatti affascinanti sul leopardo delle nevi, tra cui il colore e il disegno unici del mantello, l’habitat montuoso e il comportamento notturno. Scopri le minacce e le sfide che questa maestosa specie deve affrontare.",5,Bing,29.07,29.29,41.64,11.48,11.81,12.28,11.62,13.16,12.56,13.59,13.5
altri nomi del tornado,"Che differenza c'è tra uragano, ciclone, tornado e tifone: le ... - Geopop. Uragani, tifoni, cicloni e tornado sono alcuni tra i fenomeni atmosferici più devastanti: spesso ed erroneamente usati come sinonimi, sono in realtà molto diversi tra loro in quanto a zone di origine, periodo e processo di formazione, dimensioni e tempo di vita. Scopriamolo insieme.",1,Bing,30.19,27.04,42.77,11.88,11.72,11.49,9.03,13.5,12.27,14.87,15.24
altri nomi del tornado,"Come vengono chiamati tornado, uragani e altri fenomeni meteorologici. Nel 1980, l'Organizzazione meteorologica mondiale e il Servizio meteorologico degli Stati Uniti decisero di comune accordo di alternare nomi di donne e uomini al momento del nome tornado o uragani. Le aree del pianeta che sono più inclini a tali fenomeni hanno il loro proprio elenco di nomi.",2,Bing,30.44,27.23,42.33,11.82,11.98,12.12,10.63,12.98,11.97,14.82,13.67
altri nomi del tornado,"Qual è la differenza tra uragano, tornado, ciclone e tifone? Una guida .... Mentre un uragano o un ciclone tropicale può durare per giorni e percorrere lunghe distanze, un tornado è solitamente di breve durata e colpisce un’area limitata, spostandosi per qualche chilometro al massimo. Non è raro che un ciclone sia foriero della formazione di uno o più tornado.",3,Bing,28.1,29.0,42.9,11.49,11.2,12.74,9.77,14.66,11.89,13.52,14.74
altri nomi del tornado,"La differenza tra ciclone, uragano, tifone, tornado e tromba d'aria. Il tornado, invece, è un fenomeno circoscritto e simile alle trombe d'aria. Un vortice che può avere un'ampiezza di 300 metri e si sposta in linea retta coprendo un percorso di circa 30...",4,Bing,30.42,32.62,36.96,12.02,12.19,12.7,10.21,15.05,11.44,12.59,13.82
altri nomi del tornado,"Che differenza c’è tra uragano, ciclone, tifone e tornado?. Con il termine tornado si intende invece una violenta perturbazione atmosferica del tipo delle trombe d’aria delle nostre regioni. I tornado sono frequenti nel Messico e a est delle Montagne Rocciose.",5,Bing,30.02,31.67,38.31,11.76,12.09,12.55,9.48,15.12,11.38,12.73,14.89
animali a rischio di estinzione,"26 specie animali che l’uomo sta spingendo verso l’estinzione. Scopri le 26 specie animali che l’uomo sta spingendo verso l’estinzione, tra cui la focena del Golfo di California, il rinoceronte nero e il panda gigante. Leggi le loro storie e le sfide per salvarle dalla crisi della natura e del clima.",1,Bing,25.2,23.18,51.62,12.07,12.25,10.97,12.71,14.53,11.82,14.27,11.37
animali a rischio di estinzione,"50 specie animali a rischio estinzione - Wired Italia. Nella nostra gallery qui in alto abbiamo raccolto ben 50 specie animali che, purtroppo, da qui a qualche decennio (o anno) potrebbero sparire definitivamente dal pianeta. 01 Licaone",2,Bing,27.44,28.52,44.04,11.37,11.39,11.53,11.22,14.04,12.08,15.31,13.07
animali a rischio di estinzione,"Animali a rischio di estinzione, i primi 10 - Wired Italia. Secondo gli studiosi, a oggi, una percentuale compresa tra l’1 e il 2,5% delle specie di uccelli, mammiferi, anfibi, rettili e pesci si è già estinto. Tuttavia, i tentativi di conservazione,...",3,Bing,33.73,25.9,40.37,11.7,11.68,11.56,12.27,14.42,10.87,13.71,13.77
animali a rischio di estinzione,"10 animali in via di estinzione: le specie a rischio - Ecocentrica. Scopri le specie animali più minacciate di estinzione nel mondo, secondo la Lista Rossa della IUCN. Tra queste, rinoceronti, gorilla, leopardi, tartarughe giganti e altri.",4,Bing,25.76,23.16,51.08,12.42,13.04,11.29,11.89,13.59,12.44,13.34,11.98
animali a rischio di estinzione,"Animali in via di estinzione nel mondo ed in Italia - L'Ecopost. Fondamentali per l’impollinazione e legate agli spazi aperti di prati, pascoli e praterie in Italia il 13% delle farfalle diurne è classificato come a rischio estinzione, su un totale di 288 specie autoctone inserite nella Lista Rossa.",5,Bing,29.16,21.87,48.97,11.78,12.32,11.83,10.35,13.55,11.72,15.3,13.14
azioni per evitare estinzione degli animali,5 Passi Per Salvare Gli Animali Dall’Estinzione - Ecobnb. Scopri i 5 passi per salvare gli animali dall'estinzione: una breve guida verso un maggior rispetto e salvaguardia del pianeta e di tutti i suoi abitanti.,1,Bing,29.0,20.71,50.29,11.47,11.44,10.93,11.63,13.65,13.22,15.0,12.65
azioni per evitare estinzione degli animali,"10 modi per contribuire a salvare gli animali in via di estinzione. L'elenco degli animali in via di estinzione è lungo, sfortunatamente, e potresti persino trovare una specie di insetto o uccello che non conosci ancora nell'elenco che puoi contribuire a salvare dall'estinzione.",2,Bing,28.04,27.71,44.25,11.64,11.43,11.13,11.27,13.25,13.69,14.13,13.45
azioni per evitare estinzione degli animali,"Come salvare gli animali in pericolo di estinzione.. Fortunatamente, esistono diverse strategie e azioni che possiamo intraprendere per contribuire a salvare questi animali e garantire un futuro più sostenibile al nostro pianeta. Una delle principali cause del pericolo di estinzione degli animali è la perdita dell'habitat.",3,Bing,25.46,25.44,49.09,11.29,11.35,10.14,10.83,14.02,14.06,14.76,13.54
azioni per evitare estinzione degli animali,Cosa si può fare per evitare l'estinzione degli animali?. La cosa migliore che puoi fare è contattare le organizzazioni per la tutela dei cani o degli animali attive nella tua regione e chiedere direttamente ai volontari come puoi aiutare al meglio nel tuo specifico contesto territoriale. Come vengono protetti gli animali in via di estinzione?,4,Bing,30.48,30.41,39.11,11.14,11.7,10.84,12.11,12.82,13.84,14.93,12.62
azioni per evitare estinzione degli animali,"Come preservare la biodiversita e evitare l'estinzione degli animali .... Cosa possiamo fare per evitare l’estinzione degli animali? Oltre alle azioni di cui sopra per preservare la biodiversità, esistono ulteriori misure per evitare l’estinzione degli animali: Combattere il bracconaggio e il commercio illegale: Il bracconaggio è una delle principali cause dell’estinzione di molte specie animali.",5,Bing,29.13,26.12,44.76,11.49,11.02,9.89,13.72,14.6,13.95,13.03,12.3
che velcitÃ  puÃ² raggiungere un tornado,"Quanti km orari fa un tornado? - in3giorni.com. Che forza ha un tornado? Generalmente si muovono lungo sul suolo ad una velocità fra i 35 ed i 90 km/h, ma in alcuni casi possono superare i 130 km/h. Spesso i tornado più distruttivi hanno piccoli vortici conosciuti come “vortici di risucchio” che ruotano attorno al vortice principale.",1,Bing,31.75,32.5,35.75,11.5,11.5,12.98,9.94,15.04,11.63,13.31,14.1
che velcitÃ  puÃ² raggiungere un tornado,Il fenomeno atmosferico più distruttivo: il Tornado | Fisica .... Un tornado medio può avere un diametro da 120 a 150 metri e può compiere una distanza di 7/8 km al suolo ed avere una durata di alcuni minuti. Un tornado che supera la larghezza di 1 km è estremamente raro.,2,Bing,29.53,32.51,37.96,11.28,11.65,13.1,10.83,14.6,12.3,12.95,13.3
