QID,Query,Prompt Type,Task Sentiment,IAS,Resp,Rank,date_generated
qGEN1021,qual e il vulcano piÃ¹ grande,General,,Bing,"I 5 più grandi vulcani della Terra - NextMe I 5 più grandi vulcani della Terra - NextMe. I vulcani. Forgiati da strati di lava, possono essere sommersi nelle acque degli oceani o essere ben visibili come monito di un possibile imminente pericolo. Se ne distinguono di due tipi. Quelli cosiddetti ""a scudo"", più bassi e larghi, le cui eruzioni sono meno disastrose di quelli ""a cono"", al contrario, più violenti.Ma quali sono i vulcani più grandi e affascinanti che puntellano il ... I vulcani. Forgiati da strati di lava, possono essere sommersi nelle acque degli oceani o essere ben visibili come monito di un possibile imminente pericolo. Se ne distinguono di due tipi. Quelli cosiddetti ""a scudo"", più bassi e larghi, le cui eruzioni sono meno disastrose di quelli ""a cono"", al contrario, più violenti.Ma quali sono i vulcani più grandi e affascinanti che puntellano il ...",2,2020
qGEN1022,qual e il vulcano piÃ¹ grande,General,,Bing,"Il vulcano più grande del mondo - National Geographic. Nel 2013 aveva fatto scalpore tra i geologi uno studio che spodestava il Mauna Loa, un vulcano a scudo di 5180 km² nelle Hawaii, del primato di vulcano più grande del mondo. Secondo un team di ricercatori, questo riconoscimento doveva andare piuttosto al Massiccio Tamu, un complesso vulcanico estinto che si trova sul fondale oceanico ad est del Giappone e che appare (appariva) come un ...",3,2020
qGEN1023,qual e il vulcano piÃ¹ grande,General,,Bing,"I 5 centri commerciali più grandi d'Italia (e non sono .... 1. Il Campania 200mila metri quadrati a Marcianise, in provincia di Caserta. Il più grande centro commerciale italiano è, per distacco, il Campania di Marcianise, in provincia di Caserta.Qui troviamo una galleria commerciale di un chilometro con negozi su due livelli, a cui si affiancano anche una serie di edifici commerciali esterni per un totale di 200mila metri quadrati e circa 180 negozi.",4,2020
qGEN1024,qual e il vulcano piÃ¹ grande,General,,Bing,Qual'è il continente più piccolo del mondo? - Answers.com. Qual'è il continente più grande del mondo? L'Asia Ã¨ il continente piÃ¹ grande del mondo. ... Social medicine 'Il teatro del museo del mondo e il museo del teatro del mondo' -- subject(s ...,5,2020
qGEN1030,qual Ã¨ la piramide egizia piÃ¹ alta?,General,,Bing,"Classifica delle 8 Piramidi più Grandi del Mondo. Conosciuta anche come Piramide Nord, è la maggiore delle tre grandi piramidi della necropoli di Dahshur. Deve il suo nome alla tinta rossastra che la contraddistingue. E' la terza piramide egizia in ordine di altezza dopo quella di Cheope e Chefren. All'epoca della sua creazione era la costruzione più alta del mondo.",1,2020
qGEN1031,qual Ã¨ la piramide egizia piÃ¹ alta?,General,,Bing,"Piramidi egizie - Wikipedia. La piramide, infatti, alta complessivamente 101,15 m (originariamente raggiungeva i 105,07) e con una base quadrata di 188,60 m di lato, presenta un'inclinazione delle pareti di 54°3'13"" fino all'altezza di 49,07 m per poi variare in 43°21' per i successivi 56 m. È, di fatto, la piramide meglio conservata poiché è ancora quasi completo il ...",2,2020
qGEN1032,qual Ã¨ la piramide egizia piÃ¹ alta?,General,,Bing,"Piramidi egizie - Wikipedia Piramidi egizie - Wikipedia Piramidi egizie - Wikipedia Piramidi egizie - Wikipedia. Le piramidi egizie sono costruzioni architettoniche in forma di solido geometrico costituito da un poliedro individuato da una faccia poligonale detta base, normalmente di forma quadrata, e da un vertice, che non giace sul piano della base indicato come apice, o vertice, della piramide. Le piramidi egizie sono costruzioni architettoniche in forma di solido geometrico costituito da un poliedro individuato da una faccia poligonale detta base, normalmente di forma quadrata, e da un vertice, che non giace sul piano della base indicato come apice, o vertice, della piramide. Le piramidi egizie sono costruzioni architettoniche in forma di solido geometrico costituito da un poliedro individuato da una faccia poligonale detta base, normalmente di forma quadrata, e da un vertice, che non giace sul piano della base indicato come apice, o vertice, della piramide. Le piramidi egizie sono costruzioni architettoniche in forma di solido geometrico costituito da un poliedro individuato da una faccia poligonale detta base, normalmente di forma quadrata, e da un vertice, che non giace sul piano della base indicato come apice, o vertice, della piramide.",3,2020
qGEN1033,qual Ã¨ la piramide egizia piÃ¹ alta?,General,,Bing,"Ritrovata la più antica piramide d'Egitto - nextme.it. È considerata la più antica piramide d'Egitto e risale a 4.600 anni or sono. È stata scoperta a Tell Edfu dai ricercatori del Courtesy Tell Edfu Project presso la University of Chicago. Gli archeologi che lavorano agli scavi di Edfu, una città nel sud dell'Egitto, hanno dovuto combattere con l ...",4,2020
qGEN1034,qual Ã¨ la piramide egizia piÃ¹ alta?,General,,Bing,"Visitare le piramidi d'Egitto a Giza, le cose da sapere .... La piramide di Chefren è alta 136 metri e ciascuna delle sue facce misura alla base 210 metri, il volume è di oltre un milione e mezzo di metri cubi. La si riconosce facilmente anche a distanza per i I suo caratteristico ""cappuccio"": il rivestimento originario di pietra levigata è infatti rimasto intatto solo alla sommità.",5,2020
qGEN1040,come scaricare musica da youtube,General,,Bing,Come scaricare musica da YouTube | Salvatore Aranzulla. Come scaricare musica da YouTube di Salvatore Aranzulla. C’è un cantante emergente che ha messo gratuitamente su YouTube tutte le sue canzoni e vorresti tanto scaricarle sul tuo lettore MP3?,1,2020
qGEN1041,come scaricare musica da youtube,General,,Bing,"Come scaricare musica da Youtube - YouTube. In questo 12° tutorial vi farò vedere come scaricare la musica da youtube, senza l'utilizzo di alcuno programma.. Useremo un sito di nome Vidto il quale ci permette di scaricare la musica in ...",2,2020
qGEN1042,come scaricare musica da youtube,General,,Bing,Come scaricare musica gratis da youtube - YouTube. ciao ragazzi oggi vi mostrerò come scaricare musica da youtube gratis funzionante al 100% link convertitore: https://freedsound.io/it/ ragazzi grazie per la ...,3,2020
qGEN1043,come scaricare musica da youtube,General,,Bing,"Siti per scaricare Musica e Playlist da YouTube GRATIS .... Bene, in questo articolo vedremo come scaricare musica da YouTube, nel modo più semplice e veloce possibile, ottenendo un file audio mp3, che potremo riprodurre su qualsiasi dispositivo (computer, smartphone, lettore mp3, autoradio), senza l’obbligo di essere connessi a internet.",4,2020
qGEN1044,come scaricare musica da youtube,General,,Bing,"Come scaricare musica da YouTube (guida aggiornata). scaricare musica da youtube. Se vuoi scoprire come scaricare musica da YouTube gratuitamente, allora tutto quello che vuoi fare è passare a una delle alternative che sto per informarti e imparare come usarlo, grazie alle sue indicazioni che puoi trovare qui sotto.",5,2020
qGEN1050,chi e il padre di micerino,General,,Bing,"Micerino nell'Enciclopedia Treccani. Micerino (gr. Μυκερῖνος). - Faraone della IV dinastia d'Egitto, figlio e successore di Chefren. Regnò sul finire del 26 º sec. a. C. A lui si deve la terza per grandezza delle piramidi, presso Gīza.",1,2020
qGEN1051,chi e il padre di micerino,General,,Bing,"Ecco di chi è figlio Leonardino Abate: la verità sul .... Di chi è figlio Leonardino Abate? Sua madre è sicuramente Rosy, ma molti non sanno chi è davvero suo padre: nel corso delle varie stagioni di SAM (adesso invece andrà in onda Rosy Abate - La Serie), la Regina di Palermo ha avuto diversi amanti e uno di questi è proprio il papà di Leonardo...",2,2020
qGEN1052,chi e il padre di micerino,General,,Bing,Emporio Ivankov scopre chi è il padre di Rufy - YouTube. Tratto dall' episodio n° 441 ( Di corsa verso il sesto livello) - Saga di Impel Down. Skip navigation Sign in. ... Emporio Ivankov scopre chi è il padre di Rufy Michinene. Loading...,3,2020
qGEN1053,chi e il padre di micerino,General,,Bing,Piramide di Micerino - Wikipedia. Una leggenda racconta che il sovrano Cheope fece giurare al figlio Chefren e al nipote Micerino che le loro piramidi sarebbero state edificate di dimensioni più piccole della sua e così il figlio per raggirare il giuramento costruì la sua più piccola ma su terreno rialzato ed il nipote invece l'avrebbe resa la più preziosa usando materiali ...,4,2020
qGEN1054,chi e il padre di micerino,General,,Bing,"Chi è Thomas Markle, il padre di Meghan | DiLei. 15 Mag 2018 - Thomas Markle è il padre di Meghan e l’uomo che avrebbe dovuto accompagnare la sposa all’altare in occasione del matrimonio con Harry. In queste ore l’uomo è finito al centro ...",5,2020
qGEN1060,come venivano costruite le piramidi egizie,General,,Bing,Teorie sulla costruzione delle piramidi egizie - Wikipedia. Teorie sulla costruzione delle piramidi egizie. Jump to navigation Jump to search. Esistono molte ipotesi riguardanti le tecniche di costruzione delle piramidi egizie. Queste tecniche sembrano essersi sviluppate nel tempo: le piramidi più recenti non furono costruite con la stessa ...,1,2020
qGEN1061,come venivano costruite le piramidi egizie,General,,Bing,"Gli antichi Egizi e il trucco per costruire le piramidi .... Semplice come lanciare un bicchier d'acqua Per portare le pietre dalla cava al sito di costruzione delle piramidi, gli Egizi utilizzavano speciali traini - simili a slitte di legno - che facevano tirare dagli operai attraverso il deserto.",2,2020
qGEN1062,come venivano costruite le piramidi egizie,General,,Bing,"Come venivano costruite le piramidi? - pavonerisorse.it Come venivano costruite le piramidi? - pavonerisorse.it Come venivano costruite le piramidi? - pavonerisorse.it Come venivano costruite le piramidi? - pavonerisorse.it Come venivano costruite le piramidi? - pavonerisorse.it. COME VENIVANO COSTRUITE LE PIRAMIDI? Le prime tombe reali, costruite dagli Egizi, si chiamavano Màstabe e assomigliavano a delle case. A partire dalla III dinastia i faraoni furono seppelliti all'interno delle piramidi. La piramide era un monumento nazionale alla cui costruzione partecipava tutto il popolo. ... COME VENIVANO COSTRUITE LE PIRAMIDI? Le prime tombe reali, costruite dagli Egizi, si chiamavano Màstabe e assomigliavano a delle case. A partire dalla III dinastia i faraoni furono seppelliti all'interno delle piramidi. La piramide era un monumento nazionale alla cui costruzione partecipava tutto il popolo. ... COME VENIVANO COSTRUITE LE PIRAMIDI? Le prime tombe reali, costruite dagli Egizi, si chiamavano Màstabe e assomigliavano a delle case. A partire dalla III dinastia i faraoni furono seppelliti all'interno delle piramidi. La piramide era un monumento nazionale alla cui costruzione partecipava tutto il popolo. ... COME VENIVANO COSTRUITE LE PIRAMIDI? Le prime tombe reali, costruite dagli Egizi, si chiamavano Màstabe e assomigliavano a delle case. A partire dalla III dinastia i faraoni furono seppelliti all'interno delle piramidi. La piramide era un monumento nazionale alla cui costruzione partecipava tutto il popolo. ... COME VENIVANO COSTRUITE LE PIRAMIDI? Le prime tombe reali, costruite dagli Egizi, si chiamavano Màstabe e assomigliavano a delle case. A partire dalla III dinastia i faraoni furono seppelliti all'interno delle piramidi. La piramide era un monumento nazionale alla cui costruzione partecipava tutto il popolo. ...",3,2020
qGEN1063,come venivano costruite le piramidi egizie,General,,Bing,"Piramidi, risolto il mistero. Ecco come furono costruite. Come sono state costruite le Piramidi? Uno dei più affascinanti misteri della storia potrebbe essere stato risolto dai fisici dell'Università di Amsterdam. Come è stato possibile, con i mezzi limitati dell'epoca, erigere monumenti così imponenti. Secondo i ricercatori olandesi, gli antichi Egizi usavano un trucco intelligente per rendere più facile il trasporto delle pesanti pietre ...",4,2020
qGEN1064,come venivano costruite le piramidi egizie,General,,Bing,"Piramidi egizie - Wikipedia. Le piramidi egizie sono costruzioni architettoniche in forma di solido geometrico costituito da un poliedro individuato da una faccia poligonale detta base, normalmente di forma quadrata, e da un vertice, che non giace sul piano della base indicato come apice, o vertice, della piramide.",5,2020
qGEN1070,qual e la piramide egizia piu alta,General,,Bing,"Classifica delle 8 Piramidi più Grandi del Mondo. Conosciuta anche come Piramide Nord, è la maggiore delle tre grandi piramidi della necropoli di Dahshur. Deve il suo nome alla tinta rossastra che la contraddistingue. E' la terza piramide egizia in ordine di altezza dopo quella di Cheope e Chefren. All'epoca della sua creazione era la costruzione più alta del mondo.",1,2020
qGEN1071,qual e la piramide egizia piu alta,General,,Bing,"Piramide di Cheope - Wikipedia. La Grande Piramide è stata realizzata nel XXVI secolo a.C. e si crede che sia stata progettata da Hemiunu, un sacerdote e alto funzionario egizio.Non tutti concordano sulla data precisa di conclusione dei lavori, a causa di problemi di completezza e interpretazione dei Libri dei Re, le antiche cronologie dei regnanti in Egitto, tuttavia la più probabile è intorno al 2560 a.C..",2,2020
