Query,Prompt Type,IAS,Resp,Rank,date_generated
quali sono gli altri nomi del tornado,General,Bing,"Che differenza c’è tra uragano, ciclone, tifone e tornado?. Con il termine tornado si intende invece una violenta perturbazione atmosferica del tipo delle trombe d’aria delle nostre regioni. I tornado sono frequenti nel Messico e a est delle Montagne Rocciose.",3,2025_01_29
quali sono gli altri nomi del tornado,General,Bing,"Glossario meteo: uragano, ciclone, medicane, tempesta e altri termini .... Il tornado è invece un fenomeno molto localizzato e breve durata, ma distruttivo. In pratica è un cono pendente da una nube temporalesca a supercella che ruota su se stesso con venti impetuosi. Ricordiamo che tornado e tromba d’aria sono la stessa cosa.",4,2025_01_29
quali sono i tipi di eruzione,General,Bing,"Eruzioni vulcaniche: come vengono classificate? I diversi tipi ... - Geopop. I tipi di eruzioni sono 7: Hawaiana, Stromboliana, Vulcaniana, Vesuviana (o sub-pliniana), Pliniana, Ultrapliniana e Grandi caldere. Nota bene: i dati che seguono provengono dai siti dell’INGV, della Protezione Civile e del Dipartimento di Geologia dell'Università di San Diego.",1,2025_01_29
quali sono i tipi di eruzione,General,Bing,"7 tipi di eruzioni vulcaniche - Mapsism. A seconda delle diverse tipologie di vulcani attivi presenti sul pianeta e in base al magma eruttato è possibile distinguere almeno 7 tipi di eruzioni vulcaniche. E’ un’eruzione effusiva – ovvero non esplosiva, quindi caratterizzata dalla produzione di lava molto fluida e calda.",2,2025_01_29
quali sono i tipi di eruzione,General,Bing,"Eruzione vulcanica - Wikipedia. Ci sono diversi tipi di vulcani: vulcani attivi, quiescenti e spenti. Lo stesso argomento in dettaglio: Vulcano § In base al tipo di attività eruttiva. La classificazione si basa sulle caratteristiche magmatiche e quindi sul tipo di eruzione, da effusiva hawaiana ad esplosiva peleana.",3,2025_01_29
quali sono i tipi di eruzione,General,Bing,"Tipi di eruzioni vulcaniche » Scienze geologiche - Geology Science. La forma e la struttura di un vulcano, denominata morfologia, possono influenzare i tipi di eruzione. Diversi tipi di vulcani, come gli stratovulcani, i vulcani a scudo e i vulcani a cono di scorie, mostrano caratteristiche eruttive distinte.",4,2025_01_29
quali sono i tipi di eruzione,General,Bing,"I vulcani: tipologie e classificazione delle eruzioni. Da sempre hanno affascinato l'uomo, fin dal tempo dei romani. Ma come sono fatti i vulcani? Quali sono i tipi di eruzioni? Ne parliamo in questo articolo.",5,2025_01_29
quali sono le coordinate geografiche,General,Bing,"Coordinate geografiche - Wikipedia. In geodesia le coordinate geografiche sono valori utili per individuare la posizione di un punto sulla superficie terrestre. Esse sono la latitudine, la longitudine e l' altitudine.",1,2025_01_29
quali sono le coordinate geografiche,General,Bing,"Le coordinate geografiche: cosa sono latitudine, longitudine e ... - Geopop. Le tre coordinate assolute sono latitudine, longitudine e altitudine: vediamole nel dettaglio. Le linee di latitudine sono le linee che individuano con un numero positivo o negativo la distanza (espressa in gradi, quindi è detta “distanza angolare”) di un punto dall’Equatore.",2,2025_01_29
quali sono le coordinate geografiche,General,Bing,"Coordinate geografiche: quali sono, come si misurano e ... - YouMath. Le coordinate geografiche sono latitudine, longitudine e altitudine; le coordinate geografiche permettono di individuare univocamente qualsiasi punto della superficie terrestre, e in particolare latitudine e longitudine si misurano in gradi, mentre l'altitudine si misura in metri.",3,2025_01_29
quali sono le coordinate geografiche,General,Bing,"Spiegazione delle coordinate geografiche, conversione e calcolo. Il World Geodetic System del 1984 è un sistema di riferimento geodetico utilizzato da molti dispositivi GPS come base uniforme per le informazioni di posizione sulla Terra. Le coordinate geografiche descrivono un punto per la sua distanza angolare dall'equatore.",4,2025_01_29
quali sono le coordinate geografiche,General,Bing,"Coordinate geografiche - Enciclopedia - Treccani. Le coordinate geografiche sono un sistema di valori che permette di trovare un punto su una superficie o nello spazio. In un piano, ogni punto ha due riferimenti: uno lungo la direzione nord-sud e l'altro su quella est-ovest.",5,2025_01_29
quali sono le regole del basket,General,Bing,"Regole basket, quanto dura una partita e tutte le informazioni ... - Angap. Scopri le principali regole del basket, il campo da gioco, le attrezzature, la palla e il tempo di gioco. Leggi anche le differenze tra il basket femminile e quello maschile e le competizioni più importanti.",1,2025_01_29
quali sono le regole del basket,General,Bing,Il basket: storia e regole del gioco della pallacanestro. Cos'è il basket? Storia e regole di gioco dello sport detto anche pallacanestro: riassunto utile per una tesina di educazione fisica,2,2025_01_29
quali sono le regole del basket,General,Bing,"Pallacanestro - Wikipedia. Le regole applicate a livello internazionale in tutte le competizioni, Mondiali e Olimpiadi comprese, sono leggermente diverse da quelle in uso nella NBA. Innanzitutto nella lega statunitense i quarti sono da dodici minuti anziché dieci, e un giocatore può commettere sei falli prima di dovere lasciare il campo anziché cinque (ma il rapporto ...",3,2025_01_29
quali sono le regole del basket,General,Bing,"Regole della pallacanestro - Wikiversità. Regole temporali. Un giocatore non può restare nell’area avversaria per più di 3 secondi, una squadra non può possedere il pallone senza superare la metà campo per più 8 secondi, né lo può possedere senza tentare di tirare a canestro per più di 24 secondi.",4,2025_01_29
quali sono le regole del basket,General,Bing,"lLe Regole e i Fondamentali del Basket - Risorse didattiche. Le regole del gioco sono tantissime e governano ogni più piccolo aspetto della gara. Per la comprensione del gioco, almeno nei suoi aspetti sostanziali, sufficiente capire alcuni punti",5,2025_01_29
quali sono le regole del tennis,General,Bing,"Le regole del tennis: tutto quello che c’è da sapere - bwin news. In questo articolo andremo a parlare ed approfondire quelle che sono le regole del tennis e i dettagli di gioco di questo sport, tanto bello e affascinante quanto complesso nelle sue peculiarità. In questa guida scopriremo: Scopo del gioco; Attrezzature; Colpi; Punteggio; Falli; Tipi di torneo; Il tennis e il doppio, differenze e regole",1,2025_01_29
quali sono le regole del tennis,General,Bing,"Come si gioca a tennis: tutte le regole di questo sport. Per imparare come si gioca a tennis, prima di entrare in campo è necessario innanzitutto conoscere tutte le regole di questo sport. Vediamo quindi insieme cosa prevede il regolamento del tennis, passo dopo passo.",2,2025_01_29
quali sono le regole del tennis,General,Bing,REGOLE DI TENNIS - FITP. La Federazione internazionale di tennis (ITF) è l’organismo che governa il gioco del tennis e comprende fra i suoi compiti e le sue responsabilità la tutela dell’integrità del gioco attraverso l’emanazione delle regole di tennis.,3,2025_01_29
quali sono le regole del tennis,General,Bing,"Regole del tennis: una guida per iniziare a giocare!. Che siate principianti o giocatori esperti, capire e padroneggiare le regole del tennis è essenziale per creare partite spettacolari in campo. In questo articolo, approfondiremo le complessità del gioco, guidandovi attraverso le regole che governano questo sport e fornendovi le conoscenze necessarie per eccellere.",4,2025_01_29
quali sono le regole del tennis,General,Bing,"Regole e regolamento Tennis: Punteggio Tie Break e Falli. Il tennis è uno sport affascinante e complesso, con un insieme di regole che garantiscono il fair play e l’eccitazione del gioco. In questa guida, esploreremo le regole fondamentali del tennis, il sistema di punteggio, le specificità del tie-break e le diverse tipologie di falli.",5,2025_01_29
quando e nato il tennis,General,Bing,"Storia del tennis - Wikipedia. Durante il XVIII e all'inizio del XIX secolo il real tennis diminuì molto il suo seguito di praticanti e spettatori, sostituito da altri tre sport con palla e racchetta: il racquets, lo squash e il lawn-tennis, ovvero lo sport che tutti conoscono semplicemente come tennis.",1,2025_01_29
quando e nato il tennis,General,Bing,"Chi ha inventato il tennis? Ecco la storia di uno sport antico. Quando e dove è nato il tennis? Il gioco del tennis è nato in Inghilterra il 23 febbraio 1874, grazie all’invenzione del Maggiore inglese Walter Clopton Wingfield.",2,2025_01_29
quando e nato il tennis,General,Bing,"Tennis: origini e storia di uno sport nobile - FocusJunior.it. A proposito, il tennis come lo conosciamo oggi “rimpiazzò” la pallacorda nel XIX secolo grazie a Walter Clopton Wingfield, militare britannico che nel 1874 perfezionò uno sport simile a quello moderno, che si giocava all’aperto e che fu perciò detto Lawn Tennis, “tennis da prato”.",3,2025_01_29
quando e nato il tennis,General,Bing,"Breve storia del tennis - Tennis Circus. Nato 144 anni fa, il tennis ha ormai una lunga storia, che ha radici nel Medioevo e, in seguito, dal ""jeu de paume"", nato in Francia secoli fa.",4,2025_01_29
quando e nato il tennis,General,Bing,"Tennis: quando e come nasce? - Filodiritto. Le origini del gioco del tennis si perdono nell’antichità, quando si giocava lanciando la palla con le mani o con appositi guanti. L’invenzione del tennis moderno, però, è della seconda metà dell’Ottocento, ad opera di un maggiore dell’esercito inglese.",5,2025_01_29
quanti esemplari di leopardo delle nevi sono rimasti,General,Bing,"Chi è il leopardo delle nevi e perché è detto “fantasma ... - Kodami. Il leopardo delle nevi è considerato vulnerabile all’estinzione secondo la Lista Rossa della IUCN (Unione internazionale per la conservazione della natura) e ad oggi si stimano solo dai 4.000 ai 7.000 esemplari rimasti in natura, rendendolo di fatto una delle specie di grandi felidi più rare e minacciate.",1,2025_01_29
quanti esemplari di leopardo delle nevi sono rimasti,General,Bing,"Leopardo delle nevi: la guida a questo felino in via di estinzione. Dove si sa che ne esistono di più è in Cina, con una stima tra i 2000 e i 2500 esemplari (praticamente la metà delle sue specie), mentre dove non ne sono rimasti quasi più è in Uzbekistan (appena 20-50).",2,2025_01_29
quanti esemplari di leopardo delle nevi sono rimasti,General,Bing,"Cosa mangia il leopardo delle nevi? - animali.wiki. Il leopardo delle nevi può viaggiare a una velocità di 78 km/h. Allora, quanti leopardi sono rimasti? Tra i grandi felini il leopardo è la specie più diffusa al mondo: si trova in Africa, in Medio Oriente e in Asia.",3,2025_01_29
quanti esemplari di leopardo delle nevi sono rimasti,General,Bing,"Perché il leopardo delle nevi è in pericolo d'estinzione? - AnimalPedia. A partire dai risultati sugli studi di monitoraggio della popolazione di leopardo delle nevi, diverse organizzazioni ecologiste denunciano che la specie ha subito una diminuzione del 20% dei suoi esemplari negli ultimi 20 anni.",4,2025_01_29
quanti esemplari rimangono di leopardo delle nevi,General,Bing,"Il leopardo delle nevi è un cacciatore formidabile e un maestro del .... Un altro aspetto straordinario del leopardo delle nevi è la sua forza relativa: un esemplare adulto, che pesa mediamente tra i 30 e i 55 kg, può abbattere prede che superano di tre...",1,2025_01_29
quanti esemplari rimangono di leopardo delle nevi,General,Bing,Adotta un leopardo delle nevi a distanza | WWF Sostieni. Ad oggi rimangono meno di 7 mila esemplari in natura: adotta a distanza la specie del leopardo delle nevi e aiuta il WWF a proteggere questi animali e l’habitat in cui vivono. Un piccolo gesto può portare ad un grande cambiamento.,2,2025_01_29
quanti esemplari rimangono di leopardo delle nevi,General,Bing,"Leopardo delle nevi, sul pianeta restano solo 4mila esemplari. Roma, 23 ott. – (Adnkronos) – Il leopardo delle nevi (Panthera uncia) è una delle specie più rare e meno studiate al mondo: restano appena 4.000 esemplari e sono distribuiti in maniera frammentata tra le montagne di Afghanistan, Bhutan, Cina, India, Kazakihstan, Kyrgyzstan, Mongolia, Nepal, Pakistan, Russia, Tajikistan e Uzbekistan.",3,2025_01_29
quanti esemplari rimangono di leopardo delle nevi,General,Bing,Leopardo delle nevi: oltre il 70% dell’habitat ancora inesplorato. Il numero attuale stimato di esemplari si aggira attorno ai 3500. Cifre di cui disponiamo grazie a campagne di ricerca attivate in molteplici punti dell’areale di distribuzione del leopardo.,4,2025_01_29
